Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Date
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Saudi Arabia,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,2020-02-05 10:35:38
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Saudi Arabia,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,2020-01-22 21:29:26
haircare,SKU12,71.21338907536008,41,336,2873.7414460214413,Unknown,100,30,85,4,Carrier A,1.325274010184522,Supplier 4,Nepal,3,563,3,32.32128621342403,Fail,2.161253747555912,Road,Route B,402.9687890737706,2022-05-07 05:25:38
skincare,SKU58,59.84156137728931,81,896,2021.149810337108,Non-binary,10,5,44,7,Carrier A,4.93843856471209,Supplier 3,Spain,18,396,7,65.04741509469146,Fail,1.7303747198591968,Road,Route B,110.36433523136472,2020-08-02 19:51:00
skincare,SKU65,33.69771720664313,72,457,8354.579686481995,Male,57,24,54,8,Carrier C,6.580541347884595,Supplier 5,Botswana,16,358,21,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.8591036717435,2022-09-28 09:03:23
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Qatar,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,2021-11-06 09:52:36
haircare,SKU87,80.41403665035574,24,79,5133.846701086692,Male,5,7,55,10,Carrier A,6.575803797548535,Supplier 3,China,27,523,17,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.3592177349243,2022-03-20 07:30:19
haircare,SKU46,27.0822071998889,75,859,2556.767360633596,Non-binary,92,29,6,8,Carrier B,4.070955837084083,Supplier 3,Australia,18,870,23,77.32235321105162,Pending,3.6486105925362033,Road,Route B,380.4359371119643,2021-11-22 10:10:54
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Saudi Arabia,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,2022-04-14 08:31:21
haircare,SKU81,72.81920693031822,9,774,4384.413400045863,Unknown,48,6,8,5,Carrier B,4.066277501512044,Supplier 3,Botswana,28,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,2022-03-23 07:14:08
skincare,SKU37,23.39984475261435,5,963,2438.339930470029,Female,25,8,21,9,Carrier A,1.5326552735904306,Supplier 3,Solomon Islands,24,867,15,34.34327746507538,Pending,2.610288084848113,Sea,Route A,183.9329680435944,2020-10-07 10:17:26
haircare,SKU25,39.62934398509263,73,142,2174.777054350654,Male,82,11,52,3,Carrier C,2.231073681281728,Supplier 4,Iraq,19,934,23,78.28038311841539,Pending,3.797231217114183,Road,Route B,458.535945739209,2020-08-13 10:42:27
haircare,SKU77,57.44974295897148,14,359,2483.7601775427947,Unknown,96,28,57,4,Carrier B,6.780946625617895,Supplier 1,Mongolia,26,334,5,42.95244474899184,Pass,3.055141818307548,Road,Route B,852.56809891985,2020-11-26 15:45:58
cosmetics,SKU72,90.20442752052809,88,478,2633.121981312256,Non-binary,57,29,77,9,Carrier A,6.599614159689544,Supplier 1,Italy,21,152,11,55.76049289524421,Pending,3.213329607438309,Rail,Route B,677.9445698461833,2022-09-30 06:55:19
skincare,SKU9,64.01573294127854,35,980,4971.145987585558,Unknown,14,27,83,1,Carrier A,7.166645291048216,Supplier 2,Maldives,29,963,23,47.95760163495158,Pending,3.844614478767585,Rail,Route B,995.9294614986416,2021-07-27 04:19:49
skincare,SKU20,96.34107243996338,22,320,8128.027696851192,Unknown,27,12,68,6,Carrier A,8.87833465092684,Supplier 1,Papua New Guinea,29,309,6,65.68625960848863,Pass,4.231416573534539,Air,Route B,493.87121531620585,2020-09-24 19:36:15
skincare,SKU80,91.12831835044432,75,872,8651.672682982065,Unknown,39,14,41,2,Carrier C,2.8331846794189746,Supplier 3,Lesotho,8,202,5,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.7798504943445,2020-10-28 10:32:39
skincare,SKU69,54.86552851706979,62,511,1752.3810874841247,Non-binary,95,1,27,3,Carrier B,9.705286790120349,Supplier 4,Iran,9,862,7,77.62776581274817,Pending,1.3623879886491086,Air,Route A,207.6632062085756,2021-10-08 16:45:20
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Egypt,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,2020-01-05 09:58:06
skincare,SKU47,95.71213588093607,93,910,7089.474249934186,Male,4,15,51,9,Carrier B,8.97875075594997,Supplier 1,Bolivia,10,964,20,19.712992911293647,Pending,0.3805735867132137,Rail,Route A,581.6023550505868,2020-07-21 04:26:41
skincare,SKU64,89.63409560813533,11,134,8458.730878367178,Female,73,27,75,6,Carrier C,4.585353468194652,Supplier 1,Ethiopia,17,328,6,8.693042425877287,Fail,0.1594863147175146,Air,Route C,771.2250846811575,2020-04-21 06:55:47
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,Supplier 2,Chile,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,2021-08-07 07:13:46
haircare,SKU99,68.51783269927664,17,627,9185.185829181704,Unknown,55,8,59,6,Carrier B,1.3110237561206226,Supplier 2,Eswatini,29,921,2,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612,2020-05-26 14:25:57
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Saudi Arabia,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,2020-08-29 12:07:07
cosmetics,SKU49,78.89791320564004,19,99,8001.613206519002,Unknown,97,24,9,6,Carrier C,2.5056210329009154,Supplier 5,India,28,177,28,14.147815443979216,Pass,2.825813985400132,Rail,Route A,336.8901685199779,2020-07-24 03:21:14
cosmetics,SKU29,63.44755918520733,3,253,8318.903194617178,Female,45,5,67,7,Carrier B,8.100973145397031,Supplier 1,Maldives,16,329,7,39.29287558606575,Pass,3.878098936588488,Road,Route B,764.9353759407081,2021-06-03 01:54:39
skincare,SKU19,51.12387008796474,100,187,2553.495584991215,Unknown,48,11,94,3,Carrier A,4.742635882841877,Supplier 4,Puerto Rico,20,694,16,82.37332058799021,Fail,3.646450865417029,Road,Route C,477.3076310909034,2021-04-03 00:26:41
skincare,SKU19,51.12387008796474,100,187,2553.495584991215,Unknown,48,11,94,3,Carrier A,4.742635882841877,Supplier 4,Puerto Rico,20,694,16,82.37332058799021,Fail,3.646450865417029,Road,Route C,477.3076310909034,2020-04-26 17:51:15
skincare,SKU14,99.1713286386242,26,562,8653.570926469802,Non-binary,54,29,78,5,Carrier B,2.039770189449332,Supplier 1,Indonesia,25,558,14,5.791436629862989,Pending,0.1006828515650937,Air,Route B,929.2352899608896,2021-02-25 19:53:04
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Qatar,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,2020-03-26 09:54:53
skincare,SKU32,79.20993601565672,43,781,9571.55048732782,Unknown,89,13,64,4,Carrier C,6.599104901238584,Supplier 3,Mozambique,30,737,7,29.69246715374977,Pass,1.946036119386113,Road,Route A,761.1739095148776,2022-07-10 06:17:08
skincare,SKU65,33.69771720664313,72,457,8354.579686481995,Male,57,24,54,8,Carrier C,6.580541347884595,Supplier 5,Botswana,16,358,21,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.8591036717435,2022-05-16 07:45:06
skincare,SKU9,64.01573294127854,35,980,4971.145987585558,Unknown,14,27,83,1,Carrier A,7.166645291048216,Supplier 2,Maldives,29,963,23,47.95760163495158,Pending,3.844614478767585,Rail,Route B,995.9294614986416,2020-04-27 04:25:33
haircare,SKU57,49.26320535073416,65,227,1605.8669003924058,Unknown,5,18,51,1,Carrier B,9.16055853538187,Supplier 2,Puerto Rico,21,588,25,67.77962298707814,Pending,2.511174830212707,Rail,Route A,482.1912386025281,2022-10-28 09:56:02
skincare,SKU32,79.20993601565672,43,781,9571.55048732782,Unknown,89,13,64,4,Carrier C,6.599104901238584,Supplier 3,Mozambique,30,737,7,29.69246715374977,Pass,1.946036119386113,Road,Route A,761.1739095148776,2022-11-18 11:40:08
skincare,SKU31,50.8473930517187,28,168,9655.135102719398,Male,6,17,44,4,Carrier B,2.6796609649814065,Supplier 3,Fiji,24,461,8,60.25114566159808,Pending,2.9890000066550746,Rail,Route C,609.3792066184267,2020-12-06 15:12:53
haircare,SKU74,3.170011413566155,64,904,5709.945295969287,Female,41,6,1,5,Carrier A,5.237654650037448,Supplier 4,Mauritius,1,919,9,80.58085215644782,Fail,0.3966127241099354,Rail,Route A,341.55265678322337,2021-08-04 00:18:56
cosmetics,SKU23,4.324341185864164,30,391,8858.367571011484,Unknown,84,5,29,7,Carrier A,2.924857601145554,Supplier 5,Sweden,11,568,29,98.60995724270389,Pending,1.342291562722734,Rail,Route A,196.32944611241268,2022-05-14 17:08:49
cosmetics,SKU35,84.95778681635043,11,449,6541.329344802465,Female,42,27,85,8,Carrier C,5.288189990327409,Supplier 1,India,3,367,2,58.004787044743765,Pass,0.5411540980605811,Sea,Route C,553.4204712303558,2022-03-23 15:59:06
skincare,SKU75,92.99688423397066,29,106,1889.073589779335,Non-binary,16,20,56,10,Carrier C,2.473897761045461,Supplier 1,Puerto Rico,25,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,2020-05-20 01:25:03
haircare,SKU55,79.85505834078943,16,701,2925.6751703038126,Male,97,11,11,5,Carrier A,5.014364955030907,Supplier 2,South Korea,27,918,5,30.3235452566165,Fail,4.548919659396385,Sea,Route B,323.01292795247883,2022-12-19 07:22:01
cosmetics,SKU28,2.397274705597141,12,394,6117.324615083992,Female,48,15,24,4,Carrier B,9.898140508069222,Supplier 1,United States,13,171,7,59.42938181069157,Fail,0.815757079295672,Air,Route A,123.43702751182708,2021-04-05 18:27:17
skincare,SKU34,37.46759232984246,96,602,9061.710895507724,Unknown,1,26,21,7,Carrier A,1.019487570822119,Supplier 1,Tonga,4,452,10,10.754272815029331,Pass,0.6466045593720549,Road,Route B,510.3580004335235,2020-12-10 07:08:43
haircare,SKU0,69.80800554211577,55,802,8661.996792392383,Non-binary,58,7,96,4,Carrier B,2.956572139430807,Supplier 3,Tanzania,29,215,29,46.27987924050832,Pending,0.2264103608499251,Road,Route B,187.75207545920392,2021-10-01 12:51:28
haircare,SKU0,69.80800554211577,55,802,8661.996792392383,Non-binary,58,7,96,4,Carrier B,2.956572139430807,Supplier 3,Tanzania,29,215,29,46.27987924050832,Pending,0.2264103608499251,Road,Route B,187.75207545920392,2022-04-30 21:01:42
skincare,SKU36,9.813002578754052,34,963,7573.402457848733,Female,18,23,28,3,Carrier B,2.107951267159081,Supplier 2,Denmark,26,671,19,45.531364237162144,Fail,3.8055333792433537,Air,Route C,403.8089742481805,2022-02-26 22:44:17
skincare,SKU53,30.34147071121421,93,242,8232.334829425821,Male,96,25,54,3,Carrier B,1.0134865660958965,Supplier 1,Mauritius,1,631,17,83.34405899167797,Pending,1.4103475760760271,Air,Route B,750.7378406682709,2021-06-05 01:38:13
haircare,SKU5,1.6999760138659377,87,147,2828.348745975759,Non-binary,90,27,66,3,Carrier B,4.444098864382293,Supplier 4,Pakistan,10,104,17,56.7664755574318,Fail,2.7791935115711617,Road,Route A,235.4612367355375,2021-05-15 22:16:43
cosmetics,SKU38,52.0759306827078,75,705,9692.318040218432,Non-binary,69,1,88,5,Carrier B,9.235931437249228,Supplier 5,Ecuador,10,841,12,5.930693645528318,Pending,0.6133268991645074,Air,Route B,339.6728699486061,2022-04-19 07:06:38
cosmetics,SKU17,81.46253436923702,82,126,2629.396434845262,Female,45,17,85,9,Carrier C,3.585418958232342,Supplier 1,Norway,7,453,16,47.679680368355335,Fail,0.1020207549181761,Air,Route C,670.9343907924103,2020-12-25 13:25:08
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Egypt,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,2021-10-23 02:27:28
skincare,SKU4,4.805496036345893,26,871,2686.505151567447,Non-binary,5,3,56,8,Carrier A,3.890547915870672,Supplier 1,South Korea,5,414,3,92.06516059871284,Fail,3.145579522833002,Air,Route A,923.4406317119222,2022-02-22 15:33:11
skincare,SKU42,46.52916761451677,98,155,1839.609425856764,Female,22,27,57,4,Carrier C,7.526248326851508,Supplier 5,South Korea,26,179,7,96.42282063957188,Fail,4.939255288620948,Road,Route A,635.6571205019919,2020-11-25 06:46:07
skincare,SKU58,59.84156137728931,81,896,2021.149810337108,Non-binary,10,5,44,7,Carrier A,4.93843856471209,Supplier 3,Spain,18,396,7,65.04741509469146,Fail,1.7303747198591968,Road,Route B,110.36433523136472,2020-08-17 02:59:12
skincare,SKU31,50.8473930517187,28,168,9655.135102719398,Male,6,17,44,4,Carrier B,2.6796609649814065,Supplier 3,Fiji,24,461,8,60.25114566159808,Pending,2.9890000066550746,Rail,Route C,609.3792066184267,2021-11-17 19:57:44
skincare,SKU1,14.84352327508434,95,736,7460.900065445849,Female,53,30,37,2,Carrier A,9.71657477143131,Supplier 3,Kazakhstan,23,517,30,33.61676895373,Pending,4.854068026388706,Road,Route B,503.0655791496692,2022-05-30 01:13:20
skincare,SKU65,33.69771720664313,72,457,8354.579686481995,Male,57,24,54,8,Carrier C,6.580541347884595,Supplier 5,Botswana,16,358,21,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.8591036717435,2021-05-18 13:42:20
skincare,SKU41,99.11329161531717,35,556,5521.205259010972,Female,64,19,38,8,Carrier B,5.773263743766654,Supplier 4,China,18,892,7,95.3320645487725,Fail,0.0453022623982596,Sea,Route A,275.5243711313098,2020-06-15 15:20:57
haircare,SKU57,49.26320535073416,65,227,1605.8669003924058,Unknown,5,18,51,1,Carrier B,9.16055853538187,Supplier 2,Puerto Rico,21,588,25,67.77962298707814,Pending,2.511174830212707,Rail,Route A,482.1912386025281,2022-03-23 04:51:00
cosmetics,SKU35,84.95778681635043,11,449,6541.329344802465,Female,42,27,85,8,Carrier C,5.288189990327409,Supplier 1,India,3,367,2,58.004787044743765,Pass,0.5411540980605811,Sea,Route C,553.4204712303558,2020-11-29 07:57:09
skincare,SKU11,90.63545998228868,95,960,6099.944115581452,Female,46,23,60,1,Carrier A,4.523943124316663,Supplier 2,Georgia,28,362,11,27.592363086663696,Pending,0.0211698213729943,Air,Route A,126.72303340940724,2020-07-31 10:59:58
haircare,SKU46,27.0822071998889,75,859,2556.767360633596,Non-binary,92,29,6,8,Carrier B,4.070955837084083,Supplier 3,Australia,18,870,23,77.32235321105162,Pending,3.6486105925362033,Road,Route B,380.4359371119643,2021-11-20 20:35:14
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,Supplier 2,Chile,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,2021-02-18 12:46:11
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,Supplier 4,Belize,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,2022-04-10 06:53:11
haircare,SKU0,69.80800554211577,55,802,8661.996792392383,Non-binary,58,7,96,4,Carrier B,2.956572139430807,Supplier 3,Tanzania,29,215,29,46.27987924050832,Pending,0.2264103608499251,Road,Route B,187.75207545920392,2021-01-19 14:49:04
skincare,SKU14,99.1713286386242,26,562,8653.570926469802,Non-binary,54,29,78,5,Carrier B,2.039770189449332,Supplier 1,Indonesia,25,558,14,5.791436629862989,Pending,0.1006828515650937,Air,Route B,929.2352899608896,2021-05-31 06:43:19
haircare,SKU99,68.51783269927664,17,627,9185.185829181704,Unknown,55,8,59,6,Carrier B,1.3110237561206226,Supplier 2,Eswatini,29,921,2,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612,2022-06-14 08:28:57
skincare,SKU53,30.34147071121421,93,242,8232.334829425821,Male,96,25,54,3,Carrier B,1.0134865660958965,Supplier 1,Mauritius,1,631,17,83.34405899167797,Pending,1.4103475760760271,Air,Route B,750.7378406682709,2022-08-30 05:16:06
haircare,SKU12,71.21338907536008,41,336,2873.7414460214413,Unknown,100,30,85,4,Carrier A,1.325274010184522,Supplier 4,Nepal,3,563,3,32.32128621342403,Fail,2.161253747555912,Road,Route B,402.9687890737706,2022-07-19 23:35:05
skincare,SKU42,46.52916761451677,98,155,1839.609425856764,Female,22,27,57,4,Carrier C,7.526248326851508,Supplier 5,South Korea,26,179,7,96.42282063957188,Fail,4.939255288620948,Road,Route A,635.6571205019919,2021-12-08 18:01:00
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,Supplier 5,New Zealand,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,2020-04-29 15:49:52
skincare,SKU75,92.99688423397066,29,106,1889.073589779335,Non-binary,16,20,56,10,Carrier C,2.473897761045461,Supplier 1,Puerto Rico,25,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,2022-09-20 16:52:14
haircare,SKU68,37.93181238279032,29,163,3550.218432780992,Non-binary,0,8,58,8,Carrier B,1.1942518648849991,Supplier 2,Fiji,2,375,18,97.1135815634622,Fail,1.98346787217418,Rail,Route A,299.7063031181032,2020-01-12 09:49:53
skincare,SKU6,4.078332863107945,48,65,7823.476559531737,Male,11,15,58,8,Carrier C,3.880763302952003,Supplier 3,United Kingdom,14,314,24,1.0850685695870688,Pending,1.0009106193041355,Sea,Route A,134.36909686103172,2021-07-01 13:59:33
haircare,SKU68,37.93181238279032,29,163,3550.218432780992,Non-binary,0,8,58,8,Carrier B,1.1942518648849991,Supplier 2,Fiji,2,375,18,97.1135815634622,Fail,1.98346787217418,Rail,Route A,299.7063031181032,2020-02-17 10:27:41
skincare,SKU47,95.71213588093607,93,910,7089.474249934186,Male,4,15,51,9,Carrier B,8.97875075594997,Supplier 1,Bolivia,10,964,20,19.712992911293647,Pending,0.3805735867132137,Rail,Route A,581.6023550505868,2020-12-24 07:59:52
skincare,SKU3,61.163343016437736,68,83,7766.836425685233,Non-binary,23,13,59,6,Carrier C,1.7295685635434288,Supplier 5,Eswatini,24,937,18,35.62474139712503,Fail,4.74664862064775,Rail,Route A,254.77615921928663,2022-08-16 20:33:24
haircare,SKU76,69.10879954743032,23,241,5328.375984297758,Male,38,1,22,10,Carrier A,7.054538336836926,Supplier 2,France,25,985,24,64.32359779560022,Pending,2.1800374515822165,Rail,Route A,997.4134501331946,2020-12-16 11:44:01
skincare,SKU52,98.03182965646508,1,820,9435.76260891213,Male,64,11,11,1,Carrier B,8.631052179768947,Supplier 1,El Salvador,10,727,27,9.166849148597151,Pending,2.1224716191438247,Air,Route C,602.8984988383834,2022-10-14 15:57:32
haircare,SKU78,6.306883176111915,50,946,1292.4584179377562,Unknown,5,4,51,5,Carrier B,8.46704977086199,Supplier 5,Spain,25,858,21,71.12651472040338,Pending,4.096881332470452,Sea,Route C,323.59220343132216,2021-04-17 05:53:55
skincare,SKU15,36.98924492862691,94,469,5442.086785397673,Non-binary,9,8,69,7,Carrier B,2.4220397232752044,Supplier 1,South Korea,14,580,7,97.12128175147431,Pass,2.264405761198549,Sea,Route B,127.8618000016254,2020-06-12 02:16:16
skincare,SKU20,96.34107243996338,22,320,8128.027696851192,Unknown,27,12,68,6,Carrier A,8.87833465092684,Supplier 1,Papua New Guinea,29,309,6,65.68625960848863,Pass,4.231416573534539,Air,Route B,493.87121531620585,2021-12-24 06:55:55
haircare,SKU99,68.51783269927664,17,627,9185.185829181704,Unknown,55,8,59,6,Carrier B,1.3110237561206226,Supplier 2,Eswatini,29,921,2,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612,2022-07-22 04:12:52
skincare,SKU58,59.84156137728931,81,896,2021.149810337108,Non-binary,10,5,44,7,Carrier A,4.93843856471209,Supplier 3,Spain,18,396,7,65.04741509469146,Fail,1.7303747198591968,Road,Route B,110.36433523136472,2020-03-16 06:57:16
cosmetics,SKU23,4.324341185864164,30,391,8858.367571011484,Unknown,84,5,29,7,Carrier A,2.924857601145554,Supplier 5,Sweden,11,568,29,98.60995724270389,Pending,1.342291562722734,Rail,Route A,196.32944611241268,2021-12-15 18:57:39
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Egypt,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,2021-03-13 05:50:46
